NAME,YEAR,industry_name,industry_values,
"Calvert County, Maryland",2013,Public administration,6963,
"Marin County, California",2013,Public administration,4948,
"San Francisco County, California",2013,Public administration,17935,
"San Mateo County, California",2013,Public administration,13800,
"Alameda County, California",2013,Public administration,26784,
"Contra Costa County, California",2013,Public administration,20319,
"Santa Clara County, California",2013,Public administration,20694,
"Anne Arundel County, Maryland",2014,"Agriculture, forestry, fishing and hunting, and mining",1237,
"Howard County, Maryland",2014,"Agriculture, forestry, fishing and hunting, and mining",897,
"Prince George's County, Maryland",2014,"Agriculture, forestry, fishing and hunting, and mining",572,
"Montgomery County, Maryland",2014,"Agriculture, forestry, fishing and hunting, and mining",1647,
"District of Columbia, District of Columbia",2014,"Agriculture, forestry, fishing and hunting, and mining",210,
"Calvert County, Maryland",2014,"Agriculture, forestry, fishing and hunting, and mining",78,
"Marin County, California",2014,"Agriculture, forestry, fishing and hunting, and mining",518,
"San Francisco County, California",2014,"Agriculture, forestry, fishing and hunting, and mining",1254,
"San Mateo County, California",2014,"Agriculture, forestry, fishing and hunting, and mining",2459,
"Alameda County, California",2014,"Agriculture, forestry, fishing and hunting, and mining",4525,
"Contra Costa County, California",2014,"Agriculture, forestry, fishing and hunting, and mining",3704,
"Santa Clara County, California",2014,"Agriculture, forestry, fishing and hunting, and mining",5233,
"Anne Arundel County, Maryland",2014,Construction,20934,
"Howard County, Maryland",2014,Construction,6361,
"Prince George's County, Maryland",2014,Construction,43026,
"Montgomery County, Maryland",2014,Construction,31324,
"District of Columbia, District of Columbia",2014,Construction,9624,
"Calvert County, Maryland",2014,Construction,3999,
"Marin County, California",2014,Construction,8790,
"San Francisco County, California",2014,Construction,14867,
"San Mateo County, California",2014,Construction,20834,
"Alameda County, California",2014,Construction,39763,
"Contra Costa County, California",2014,Construction,34437,
"Santa Clara County, California",2014,Construction,50698,
"Anne Arundel County, Maryland",2014,Manufacturing,13390,
"Howard County, Maryland",2014,Manufacturing,7398,
"Prince George's County, Maryland",2014,Manufacturing,11508,
"Montgomery County, Maryland",2014,Manufacturing,15838,
"District of Columbia, District of Columbia",2014,Manufacturing,3775,
"Calvert County, Maryland",2014,Manufacturing,1255,
"Marin County, California",2014,Manufacturing,5854,
"San Francisco County, California",2014,Manufacturing,23466,
"San Mateo County, California",2014,Manufacturing,31164,
"Alameda County, California",2014,Manufacturing,78934,
"Contra Costa County, California",2014,Manufacturing,37706,
"Santa Clara County, California",2014,Manufacturing,170571,
"Anne Arundel County, Maryland",2014,Wholesale trade,7725,
"Howard County, Maryland",2014,Wholesale trade,4096,
"Prince George's County, Maryland",2014,Wholesale trade,5991,
"Montgomery County, Maryland",2014,Wholesale trade,5974,
"District of Columbia, District of Columbia",2014,Wholesale trade,1607,
"Calvert County, Maryland",2014,Wholesale trade,1380,
"Marin County, California",2014,Wholesale trade,2862,
"San Francisco County, California",2014,Wholesale trade,8478,
"San Mateo County, California",2014,Wholesale trade,9078,
"Alameda County, California",2014,Wholesale trade,21468,
"Contra Costa County, California",2014,Wholesale trade,13680,
"Santa Clara County, California",2014,Wholesale trade,23590,
"Anne Arundel County, Maryland",2014,Retail trade,32668,
"Howard County, Maryland",2014,Retail trade,15010,
"Prince George's County, Maryland",2014,Retail trade,43340,
"Montgomery County, Maryland",2014,Retail trade,41125,
"District of Columbia, District of Columbia",2014,Retail trade,17048,
"Calvert County, Maryland",2014,Retail trade,6148,
"Marin County, California",2014,Retail trade,13832,
"San Francisco County, California",2014,Retail trade,47445,
"San Mateo County, California",2014,Retail trade,37195,
"Alameda County, California",2014,Retail trade,75990,
"Contra Costa County, California",2014,Retail trade,57352,
"Santa Clara County, California",2014,Retail trade,87549,
"Anne Arundel County, Maryland",2014,"Transportation and warehousing, and utilities",9738,
"Howard County, Maryland",2014,"Transportation and warehousing, and utilities",4985,
"Prince George's County, Maryland",2014,"Transportation and warehousing, and utilities",26874,
"Montgomery County, Maryland",2014,"Transportation and warehousing, and utilities",13655,
"District of Columbia, District of Columbia",2014,"Transportation and warehousing, and utilities",10365,
"Calvert County, Maryland",2014,"Transportation and warehousing, and utilities",2520,
"Marin County, California",2014,"Transportation and warehousing, and utilities",5578,
"San Francisco County, California",2014,"Transportation and warehousing, and utilities",19722,
"San Mateo County, California",2014,"Transportation and warehousing, and utilities",22635,
"Alameda County, California",2014,"Transportation and warehousing, and utilities",38439,
"Contra Costa County, California",2014,"Transportation and warehousing, and utilities",24909,
"Santa Clara County, California",2014,"Transportation and warehousing, and utilities",27594,
"Anne Arundel County, Maryland",2014,Information,5447,
"Howard County, Maryland",2014,Information,5155,
"Prince George's County, Maryland",2014,Information,9658,
"Montgomery County, Maryland",2014,Information,12979,
"District of Columbia, District of Columbia",2014,Information,13566,
"Calvert County, Maryland",2014,Information,1080,
"Marin County, California",2014,Information,4272,
"San Francisco County, California",2014,Information,30990,
"San Mateo County, California",2014,Information,18768,
"Alameda County, California",2014,Information,26613,
"Contra Costa County, California",2014,Information,16065,
"Santa Clara County, California",2014,Information,50013,
"Anne Arundel County, Maryland",2014,"Finance and insurance, and real estate and rental and leasing",16794,
"Howard County, Maryland",2014,"Finance and insurance, and real estate and rental and leasing",10134,
"Prince George's County, Maryland",2014,"Finance and insurance, and real estate and rental and leasing",19985,
"Montgomery County, Maryland",2014,"Finance and insurance, and real estate and rental and leasing",37952,
"District of Columbia, District of Columbia",2014,"Finance and insurance, and real estate and rental and leasing",23225,
"Calvert County, Maryland",2014,"Finance and insurance, and real estate and rental and leasing",2273,
"Marin County, California",2014,"Finance and insurance, and real estate and rental and leasing",12760,
"San Francisco County, California",2014,"Finance and insurance, and real estate and rental and leasing",37117,
"San Mateo County, California",2014,"Finance and insurance, and real estate and rental and leasing",30747,
"Alameda County, California",2014,"Finance and insurance, and real estate and rental and leasing",49106,
"Contra Costa County, California",2014,"Finance and insurance, and real estate and rental and leasing",43986,
"Santa Clara County, California",2014,"Finance and insurance, and real estate and rental and leasing",48107,
"Anne Arundel County, Maryland",2014,"Professional, scientific, and management, and administrative and waste management services",42252,
"Howard County, Maryland",2014,"Professional, scientific, and management, and administrative and waste management services",33630,
"Prince George's County, Maryland",2014,"Professional, scientific, and management, and administrative and waste management services",64744,
"Montgomery County, Maryland",2014,"Professional, scientific, and management, and administrative and waste management services",119357,
"District of Columbia, District of Columbia",2014,"Professional, scientific, and management, and administrative and waste management services",80921,
"Calvert County, Maryland",2014,"Professional, scientific, and management, and administrative and waste management services",6956,
"Marin County, California",2014,"Professional, scientific, and management, and administrative and waste management services",26753,
"San Francisco County, California",2014,"Professional, scientific, and management, and administrative and waste management services",112460,
"San Mateo County, California",2014,"Professional, scientific, and management, and administrative and waste management services",69270,
"Alameda County, California",2014,"Professional, scientific, and management, and administrative and waste management services",139503,
"Contra Costa County, California",2014,"Professional, scientific, and management, and administrative and waste management services",80522,
"Santa Clara County, California",2014,"Professional, scientific, and management, and administrative and waste management services",173772,
"Anne Arundel County, Maryland",2014,"Educational services, and health care and social assistance",55796,
"Howard County, Maryland",2014,"Educational services, and health care and social assistance",40726,
"Prince George's County, Maryland",2014,"Educational services, and health care and social assistance",109669,
"Montgomery County, Maryland",2014,"Educational services, and health care and social assistance",121195,
"District of Columbia, District of Columbia",2014,"Educational services, and health care and social assistance",66325,
"Calvert County, Maryland",2014,"Educational services, and health care and social assistance",6902,
"Marin County, California",2014,"Educational services, and health care and social assistance",29951,
"San Francisco County, California",2014,"Educational services, and health care and social assistance",93032,
"San Mateo County, California",2014,"Educational services, and health care and social assistance",83413,
"Alameda County, California",2014,"Educational services, and health care and social assistance",178747,
"Contra Costa County, California",2014,"Educational services, and health care and social assistance",109890,
"Santa Clara County, California",2014,"Educational services, and health care and social assistance",172359,
"Anne Arundel County, Maryland",2014,"Arts, entertainment, and recreation, and accommodation and food services",23692,
"Howard County, Maryland",2014,"Arts, entertainment, and recreation, and accommodation and food services",11059,
"Prince George's County, Maryland",2014,"Arts, entertainment, and recreation, and accommodation and food services",40272,
"Montgomery County, Maryland",2014,"Arts, entertainment, and recreation, and accommodation and food services",42966,
"District of Columbia, District of Columbia",2014,"Arts, entertainment, and recreation, and accommodation and food services",35971,
"Calvert County, Maryland",2014,"Arts, entertainment, and recreation, and accommodation and food services",3223,
"Marin County, California",2014,"Arts, entertainment, and recreation, and accommodation and food services",12578,
"San Francisco County, California",2014,"Arts, entertainment, and recreation, and accommodation and food services",66772,
"San Mateo County, California",2014,"Arts, entertainment, and recreation, and accommodation and food services",38253,
"Alameda County, California",2014,"Arts, entertainment, and recreation, and accommodation and food services",76076,
"Contra Costa County, California",2014,"Arts, entertainment, and recreation, and accommodation and food services",48990,
"Santa Clara County, California",2014,"Arts, entertainment, and recreation, and accommodation and food services",76558,
"Anne Arundel County, Maryland",2014,"Other services, except public administration",17129,
"Howard County, Maryland",2014,"Other services, except public administration",7695,
"Prince George's County, Maryland",2014,"Other services, except public administration",27246,
"Montgomery County, Maryland",2014,"Other services, except public administration",39474,
"District of Columbia, District of Columbia",2014,"Other services, except public administration",29973,
"Calvert County, Maryland",2014,"Other services, except public administration",2216,
"Marin County, California",2014,"Other services, except public administration",7007,
"San Francisco County, California",2014,"Other services, except public administration",21575,
"San Mateo County, California",2014,"Other services, except public administration",20968,
"Alameda County, California",2014,"Other services, except public administration",44163,
"Contra Costa County, California",2014,"Other services, except public administration",27538,
"Santa Clara County, California",2014,"Other services, except public administration",42289,
"Anne Arundel County, Maryland",2014,Public administration,40888,
"Howard County, Maryland",2014,Public administration,18744,
"Prince George's County, Maryland",2014,Public administration,63585,
"Montgomery County, Maryland",2014,Public administration,59925,
"District of Columbia, District of Columbia",2014,Public administration,52982,
"Calvert County, Maryland",2014,Public administration,5906,
"Marin County, California",2014,Public administration,4173,
"San Francisco County, California",2014,Public administration,15927,
"San Mateo County, California",2014,Public administration,13941,
"Alameda County, California",2014,Public administration,29184,
"Contra Costa County, California",2014,Public administration,20992,
"Santa Clara County, California",2014,Public administration,21624,
"Anne Arundel County, Maryland",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Howard County, Maryland",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Prince George's County, Maryland",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Montgomery County, Maryland",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"District of Columbia, District of Columbia",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Calvert County, Maryland",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Marin County, California",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"San Francisco County, California",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"San Mateo County, California",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Alameda County, California",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Contra Costa County, California",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Santa Clara County, California",2000,"Agriculture, forestry, fishing and hunting, and mining",0,
"Anne Arundel County, Maryland",2000,Construction,0,
"Howard County, Maryland",2000,Construction,0,
"Prince George's County, Maryland",2000,Construction,0,
"Montgomery County, Maryland",2000,Construction,0,
"District of Columbia, District of Columbia",2000,Construction,0,
"Calvert County, Maryland",2000,Construction,0,
"Marin County, California",2000,Construction,0,
"San Francisco County, California",2000,Construction,0,
"San Mateo County, California",2000,Construction,0,
"Alameda County, California",2000,Construction,0,
"Contra Costa County, California",2000,Construction,0,
"Santa Clara County, California",2000,Construction,0,
"Anne Arundel County, Maryland",2000,Manufacturing,0,
"Howard County, Maryland",2000,Manufacturing,0,
"Prince George's County, Maryland",2000,Manufacturing,0,
"Montgomery County, Maryland",2000,Manufacturing,0,
"District of Columbia, District of Columbia",2000,Manufacturing,0,
"Calvert County, Maryland",2000,Manufacturing,0,
"Marin County, California",2000,Manufacturing,0,
"San Francisco County, California",2000,Manufacturing,0,
"San Mateo County, California",2000,Manufacturing,0,
"Alameda County, California",2000,Manufacturing,0,
"Contra Costa County, California",2000,Manufacturing,0,
"Santa Clara County, California",2000,Manufacturing,0,
"Anne Arundel County, Maryland",2000,Wholesale trade,0,
"Howard County, Maryland",2000,Wholesale trade,0,
"Prince George's County, Maryland",2000,Wholesale trade,0,
"Montgomery County, Maryland",2000,Wholesale trade,0,
"District of Columbia, District of Columbia",2000,Wholesale trade,0,
"Calvert County, Maryland",2000,Wholesale trade,0,
"Marin County, California",2000,Wholesale trade,0,
"San Francisco County, California",2000,Wholesale trade,0,
"San Mateo County, California",2000,Wholesale trade,0,
"Alameda County, California",2000,Wholesale trade,0,
"Contra Costa County, California",2000,Wholesale trade,0,
"Santa Clara County, California",2000,Wholesale trade,0,
"Anne Arundel County, Maryland",2000,Retail trade,0,
"Howard County, Maryland",2000,Retail trade,0,
"Prince George's County, Maryland",2000,Retail trade,0,
"Montgomery County, Maryland",2000,Retail trade,0,
"District of Columbia, District of Columbia",2000,Retail trade,0,
"Calvert County, Maryland",2000,Retail trade,0,
"Marin County, California",2000,Retail trade,0,
"San Francisco County, California",2000,Retail trade,0,
"San Mateo County, California",2000,Retail trade,0,
"Alameda County, California",2000,Retail trade,0,
"Contra Costa County, California",2000,Retail trade,0,
"Santa Clara County, California",2000,Retail trade,0,
"Anne Arundel County, Maryland",2000,"Transportation and warehousing, and utilities",0,
"Howard County, Maryland",2000,"Transportation and warehousing, and utilities",0,
"Prince George's County, Maryland",2000,"Transportation and warehousing, and utilities",0,
"Montgomery County, Maryland",2000,"Transportation and warehousing, and utilities",0,
"District of Columbia, District of Columbia",2000,"Transportation and warehousing, and utilities",0,
"Calvert County, Maryland",2000,"Transportation and warehousing, and utilities",0,
"Marin County, California",2000,"Transportation and warehousing, and utilities",0,
"San Francisco County, California",2000,"Transportation and warehousing, and utilities",0,
"San Mateo County, California",2000,"Transportation and warehousing, and utilities",0,
"Alameda County, California",2000,"Transportation and warehousing, and utilities",0,
"Contra Costa County, California",2000,"Transportation and warehousing, and utilities",0,
"Santa Clara County, California",2000,"Transportation and warehousing, and utilities",0,
"Anne Arundel County, Maryland",2000,Information,0,
"Howard County, Maryland",2000,Information,0,
"Prince George's County, Maryland",2000,Information,0,
"Montgomery County, Maryland",2000,Information,0,
"District of Columbia, District of Columbia",2000,Information,0,
"Calvert County, Maryland",2000,Information,0,
"Marin County, California",2000,Information,0,
"San Francisco County, California",2000,Information,0,
"San Mateo County, California",2000,Information,0,
"Alameda County, California",2000,Information,0,
"Contra Costa County, California",2000,Information,0,
"Santa Clara County, California",2000,Information,0,
"Anne Arundel County, Maryland",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Howard County, Maryland",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Prince George's County, Maryland",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Montgomery County, Maryland",2000,"Finance and insurance, and real estate and rental and leasing",0,
"District of Columbia, District of Columbia",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Calvert County, Maryland",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Marin County, California",2000,"Finance and insurance, and real estate and rental and leasing",0,
"San Francisco County, California",2000,"Finance and insurance, and real estate and rental and leasing",0,
"San Mateo County, California",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Alameda County, California",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Contra Costa County, California",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Santa Clara County, California",2000,"Finance and insurance, and real estate and rental and leasing",0,
"Anne Arundel County, Maryland",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Howard County, Maryland",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Prince George's County, Maryland",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Montgomery County, Maryland",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"District of Columbia, District of Columbia",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Calvert County, Maryland",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Marin County, California",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"San Francisco County, California",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"San Mateo County, California",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Alameda County, California",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Contra Costa County, California",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Santa Clara County, California",2000,"Professional, scientific, and management, and administrative and waste management services",0,
"Anne Arundel County, Maryland",2000,"Educational services, and health care and social assistance",0,
"Howard County, Maryland",2000,"Educational services, and health care and social assistance",0,
"Prince George's County, Maryland",2000,"Educational services, and health care and social assistance",0,
"Montgomery County, Maryland",2000,"Educational services, and health care and social assistance",0,
"District of Columbia, District of Columbia",2000,"Educational services, and health care and social assistance",0,
"Calvert County, Maryland",2000,"Educational services, and health care and social assistance",0,
"Marin County, California",2000,"Educational services, and health care and social assistance",0,
"San Francisco County, California",2000,"Educational services, and health care and social assistance",0,
"San Mateo County, California",2000,"Educational services, and health care and social assistance",0,
"Alameda County, California",2000,"Educational services, and health care and social assistance",0,
"Contra Costa County, California",2000,"Educational services, and health care and social assistance",0,
"Santa Clara County, California",2000,"Educational services, and health care and social assistance",0,
"Anne Arundel County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Howard County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Prince George's County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Montgomery County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"District of Columbia, District of Columbia",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Calvert County, Maryland",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Marin County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"San Francisco County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"San Mateo County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Alameda County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Contra Costa County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Santa Clara County, California",2000,"Arts, entertainment, and recreation, and accommodation and food services",0,
"Anne Arundel County, Maryland",2000,"Other services, except public administration",0,
"Howard County, Maryland",2000,"Other services, except public administration",0,
"Prince George's County, Maryland",2000,"Other services, except public administration",0,
"Montgomery County, Maryland",2000,"Other services, except public administration",0,
"District of Columbia, District of Columbia",2000,"Other services, except public administration",0,
"Calvert County, Maryland",2000,"Other services, except public administration",0,
"Marin County, California",2000,"Other services, except public administration",0,
"San Francisco County, California",2000,"Other services, except public administration",0,
"San Mateo County, California",2000,"Other services, except public administration",0,
"Alameda County, California",2000,"Other services, except public administration",0,
"Contra Costa County, California",2000,"Other services, except public administration",0,
"Santa Clara County, California",2000,"Other services, except public administration",0,
"Anne Arundel County, Maryland",2000,Public administration,0,
"Howard County, Maryland",2000,Public administration,0,
"Prince George's County, Maryland",2000,Public administration,0,
"Montgomery County, Maryland",2000,Public administration,0,
"District of Columbia, District of Columbia",2000,Public administration,0,
"Calvert County, Maryland",2000,Public administration,0,
"Marin County, California",2000,Public administration,0,
"San Francisco County, California",2000,Public administration,0,
"San Mateo County, California",2000,Public administration,0,
"Alameda County, California",2000,Public administration,0,
"Contra Costa County, California",2000,Public administration,0,
"Santa Clara County, California",2000,Public administration,0,
